Address,Price,Neighbourhood,Quadrant,PostalArea,Province,PropertyType,Beds,Baths,SqFt,PricePerSqFt,PriceTier,BedBand,Brokerage
208 Parkland Way SE,791000,Parkland,SE,T3H,AB,House/Town,4,3.0,1255,630,$750K-1M,4,The Real Estate Company
117 Chaparral Valley Crescent SE,549800,Chaparral,SE,T2X,AB,House/Town,3,2.5,1407,391,$500K-750K,3,Cir Realty
115 Prestwick Villas SE #1310,310000,Mckenzie Towne,SE,T2Z,AB,Condo/Apt,2,2.0,845,367,$300K-500K,2,RE/MAX Real Estate (Central)
58 Edith Green NW,549900,Glacier Ridge,NW,T3R,AB,House/Town,3,2.5,1366,403,$500K-750K,3,Bode Platform Inc.
788 12 Ave SW #1305,334900,Beltline,SW,T2R,AB,Condo/Apt,1,1.0,688,487,$300K-500K,1,2% Realty
3030 17 St SW #302,2325000,South CA,SW,T2T,AB,Condo/Apt,2,2.5,1939,1199,$2M+,2,Sotheby's International Realty Canada
28 Cheyenne Crescent NW,1160000,Charleswood,NW,T2L,AB,House/Town,4,3.0,1447,802,$1M-2M,4,Greater Property Group
2908 Signal Hill Dr SW,1085000,Signal Hill,SW,T3H,AB,House/Town,6,3.5,2457,442,$1M-2M,5+,Cir Realty
54 Seton Manor SE,749900,Seton,SE,T3M,AB,House/Town,3,3.5,1972,380,$500K-750K,3,Real Estate Professionals Inc.
123 4 St NE #202,349000,Bridgeland/Riverside,NE,T2E,AB,Condo/Apt,2,1.0,532,656,$300K-500K,2,RE/MAX Complete Realty
10 Martinbrook Link NE,459900,Martindale,NE,T3J,AB,House/Town,3,2.5,1075,428,$300K-500K,3,The Real Estate Company
11 Chapala Terrace SE,979000,Chaparral,SE,T2X,AB,House/Town,4,3.5,2391,409,$750K-1M,4,Exp Realty
6000 Somervale Ct SW #301,269900,Somerset,SW,T2Y,AB,Condo/Apt,2,2.0,966,279,< $300K,2,Century 21 Bamber Realty Ltd.
1605 17 St SE #132,289000,Inglewood,SE,T2G,AB,Condo/Apt,1,1.0,489,591,< $300K,1,Urban-Realty.Ca
1605 17 St SE #336,399000,Inglewood,SE,T2G,AB,Condo/Apt,2,2.0,723,552,$300K-500K,2,Urban-Realty.Ca
1605 17 St SE #304,350000,Inglewood,SE,T2G,AB,Condo/Apt,1,1.0,555,631,$300K-500K,1,Real Broker
532 37 St SW,1325000,Spruce Cliff,SW,T3C,AB,House/Town,4,4.5,2517,526,$1M-2M,4,Cir Realty
450 78 Ave NE,565000,Huntington Hills,NE,T2K,AB,House/Town,4,2.0,994,568,$500K-750K,4,The Real Estate Company
21 Nolanhurst Way NW,825000,Nolan Hill,NW,T3R,AB,House/Town,5,3.5,2381,346,$750K-1M,5+,D Gees Realty Inc.
65-67 Falbury Crescent NE,799900,Falconridge,NE,T3J,AB,House/Town,7,4.0,1711,468,$750K-1M,5+,Century 21 Bravo Realty
1334 12 Ave SW #304,225000,Beltline,SW,T3C,AB,Condo/Apt,2,1.0,883,255,< $300K,2,RE/MAX Landan Real Estate
68 Masters Link SE,599900,Mahogany,SE,T3M,AB,House/Town,3,2.5,1807,332,$500K-750K,3,Cir Realty
113 Tusslewood Bay NW,899900,Tuscany,NW,T3L,AB,House/Town,5,3.5,2415,373,$750K-1M,5+,Seller Direct Real Estate
912 36B St NW,1275000,Parkdale,NW,T2N,AB,House/Town,4,3.5,1977,645,$1M-2M,4,Cir Realty
89 Citadel Estates Manor NW,470000,Citadel,NW,T3G,AB,House/Town,3,2.5,1221,385,$300K-500K,3,Wexcel
334 Bridleridge Way SW,639000,Bridlewood,SW,T2Y,AB,House/Town,4,3.5,1801,355,$500K-750K,4,Babych Group Central
1810 Elizabeth St SE,1499000,Ramsay,SE,T2G,AB,House/Town,4,3.5,2375,631,$1M-2M,4,Exp Realty
510 58 Ave SW #107,178800,Windsor Park,SW,T2V,AB,Condo/Apt,1,1.0,600,298,< $300K,1,Jessica Chan Real Estate & Management Inc.
42 Cranbrook Gardens SE #2305,470000,Cranston,SE,T3M,AB,Condo/Apt,3,2.0,1218,386,$300K-500K,3,Bluepoint Realtors
41 Citadel Close NW,819900,Citadel,NW,T3G,AB,House/Town,4,3.5,1983,413,$750K-1M,4,Grassroots Realty Group
84 Evanspark Way NW,829900,Evanston,NW,T3P,AB,House/Town,5,3.5,2754,301,$750K-1M,5+,RE/MAX Real Estate (Mountain View)
9 Panora Hill NW,529800,Panorama Hills,NW,T3K,AB,House/Town,3,3.0,992,534,$500K-750K,3,Premiere Realty Direct
900 Elkton Close SW,2650000,Springbank Hill,SW,T3H,AB,House/Town,4,5.0,3727,711,$2M+,4,Exp Realty
35 Cornerstone Path NE,549900,Cornerstone,NE,T3N,AB,House/Town,3,2.5,1428,385,$500K-750K,3,RE/MAX Real Estate (Central)
330 26 Ave SW #1101,816000,Mission,SW,T2S,AB,Condo/Apt,2,2.0,1479,552,$750K-1M,2,Maxwell Capital Realty
263 Queen Alexandra Rd SE,550000,Queensland,SE,T2J,AB,House/Town,3,2.5,1281,429,$500K-750K,3,RE/MAX Landan Real Estate
318 26 Ave SW #1208,849900,Mission,SW,T2S,AB,Condo/Apt,2,2.0,1826,465,$750K-1M,2,Real Estate Professionals Inc.
70 Edith Green NW,549900,Glacier Ridge,NW,T3R,AB,House/Town,3,2.5,1366,403,$500K-750K,3,Bode Platform Inc.
216 Evansglen Circle NW,749900,Evanston,NW,T3P,AB,House/Town,3,2.5,2139,351,$500K-750K,3,Listed by Jeff Neustaedter
185 Woodridge Dr SW #10,499000,Woodlands,SW,T2W,AB,Condo/Apt,2,2.5,1472,339,$300K-500K,2,RE/MAX Landan Real Estate
2339 Munro Dr NE,949800,Mayland Heights,NE,T2E,AB,House/Town,8,4.0,2201,432,$750K-1M,5+,Real Broker
40 Aspen Ridge Terrace SW,3880000,Aspen Woods,SW,T3H,AB,House/Town,6,5.5,5042,770,$2M+,5+,Exp Realty
600 Saddletowne Circle NE #2301,296900,Saddle Ridge,NE,T2J,AB,Condo/Apt,2,1.0,638,465,< $300K,2,Kingsland Realty
187 Erin Woods Dr SE,439000,Erin Woods,SE,T2B,AB,House/Town,4,2.0,885,496,$300K-500K,4,Diamond Realty & Associates Ltd.
31 Carmel Close NE,568000,Monterey Park,NE,T1Y,AB,House/Town,3,1.5,1321,430,$500K-750K,3,Royal Lepage Metro
97 Cornerbrook Rd NE,739000,Cornerstone,NE,T3N,AB,House/Town,7,2.0,1800,411,$500K-750K,5+,Cir Realty
10404 Maplemont Rd SE,700000,Maple Ridge,SE,T2J,AB,House/Town,4,3.0,1426,491,$500K-750K,4,Listed by Justin Havre
66 Hidden Ranch Circle NW,559000,Hidden Valley,NW,T3A,AB,House/Town,4,2.5,1278,437,$500K-750K,4,Homecare Realty Ltd.
1408 17 St SE #205,268000,Inglewood,SE,T2G,AB,Condo/Apt,1,1.0,691,388,< $300K,1,Real Estate Professionals Inc.
220 Aspen Meadows Place SW,1489800,Aspen Woods,SW,T3H,AB,House/Town,5,3.5,3485,427,$1M-2M,5+,RE/MAX Realty Professionals
221 Santana Mews NW,768800,Sandstone Valley,NW,T3K,AB,House/Town,4,3.5,2004,384,$750K-1M,4,Jessica Chan Real Estate & Management Inc.
99 Spruce Place SW #1505,399900,Spruce Cliff,SW,T3C,AB,Condo/Apt,2,2.0,949,421,$300K-500K,2,The Real Estate Company
3755 Douglas Ridge Link SE,536000,Douglasdale/Glen,SE,T2Z,AB,House/Town,4,3.5,1675,320,$500K-750K,4,Royal Lepage Metro
626 14 Ave SW #1002,449000,Beltline,SW,T2R,AB,Condo/Apt,2,2.0,775,579,$300K-500K,2,RE/MAX Irealty Innovations
1926 11 St SW,2099000,Upper Mount Royal,SW,T2T,AB,House/Town,4,4.5,2921,719,$2M+,4,Century 21 Bamber Realty Ltd.
1432 22 Ave NW,689986,Capitol Hill,NW,T2M,AB,House/Town,3,3.0,1421,486,$500K-750K,3,Real Broker
127 Creekstone Way SW,849900,Pine Creek,SW,T2X,AB,House/Town,3,2.5,2213,384,$750K-1M,3,Urban-Realty.Ca
93 Legacy Glen Place SE,654900,Legacy,SE,T2X,AB,House/Town,3,2.5,1771,370,$500K-750K,3,Jayman Realty Inc.
38 9 St NE #1101,749900,Bridgeland/Riverside,NE,T2E,AB,Condo/Apt,2,2.0,1286,583,$500K-750K,2,RE/MAX Landan Real Estate
2233 34 Ave SW #323,469900,Garrison Woods,SW,T2T,AB,Condo/Apt,2,2.0,1167,403,$300K-500K,2,S.J. Williams & Associates Realty Ltd.
46 Martinbrook Link NE,499900,Martindale,NE,T3J,AB,House/Town,4,2.0,905,552,$300K-500K,4,RE/MAX Realty Professionals
220 Seton Grove SE #2102,444900,Seton,SE,T3M,AB,Condo/Apt,3,2.0,1187,375,$300K-500K,3,2% Realty
622 56 Ave SW #206,384000,Windsor Park Court,SW,T2V,AB,Condo/Apt,2,2.0,1050,366,$300K-500K,2,Royal Lepage Mission Real Estate
1140 Taradale Dr NE #2416,247741,Taradale,NE,T3J,AB,Condo/Apt,2,2.0,879,282,< $300K,2,Urban-Realty.Ca
54 Lucas Cove NW,949900,Livingston,NW,T3P,AB,House/Town,3,3.5,2600,365,$750K-1M,3,Coldwell Banker Mountain Central
279 Martindale Blvd,479000,Martindale,Other,T3J,AB,House/Town,4,2.5,1307,366,$300K-500K,4,RE/MAX Complete Realty
9 Royal Birch Cove NW,1202250,Royal Oak,NW,T3G,AB,House/Town,3,2.5,1187,1013,$1M-2M,3,RE/MAX Real Estate (Central)
75 Homestead Grove NE,790000,Homestead,NE,T3J,AB,House/Town,4,2.5,2107,375,$750K-1M,4,Five Star Realty
3416 23 St NW,849900,Charleswood,NW,T2L,AB,House/Town,3,2.0,1220,697,$750K-1M,3,RE/MAX Real Estate (Mountain View)
3411 Varna Crescent NW,874900,Varsity,NW,T3A,AB,House/Town,4,2.0,1340,653,$750K-1M,4,Listed by Giselle  Kee Wilson
1920 14 Ave NE #217,265000,Mayland Heights,NE,T2E,AB,Condo/Apt,2,2.0,821,323,< $300K,2,Listed by Justin Havre
32 Legacy Link SE,814888,Legacy,SE,T2X,AB,House/Town,4,3.5,2229,366,$750K-1M,4,First Place Realty
621 Nolan Hill Blvd NW,754900,Nolan Hill,NW,T3R,AB,House/Town,4,3.5,2077,363,$750K-1M,4,Listed by Marnie Campbell
532 Whitehill Place NE,465000,Whitehorn,NE,T1Y,AB,House/Town,5,2.0,1003,464,$300K-500K,5+,Exp Realty
119 Couture Crescent SW,679000,Garrison Green,SW,T3E,AB,House/Town,2,2.5,1677,405,$500K-750K,2,RE/MAX House Of Real Estate
500 Auburn Meadows Common SE #209,379000,Auburn Bay,SE,T3M,AB,Condo/Apt,2,2.0,756,501,$300K-500K,2,First Place Realty
71 Cornerstone Path NE,569900,Cornerstone,NE,T3N,AB,House/Town,3,2.5,1416,402,$500K-750K,3,RE/MAX Real Estate (Central)
2440 34 Ave SW #314,304900,South CA,SW,T2T,AB,Condo/Apt,1,1.0,835,365,$300K-500K,1,RE/MAX Real Estate (Central)
237 Auburn Meadows Place SE,577500,Auburn Bay,SE,T3M,AB,House/Town,3,2.5,1333,433,$500K-750K,3,Real Broker
19489 Main St SE #2408,369900,Seton,SE,T3M,AB,Condo/Apt,2,2.0,842,439,$300K-500K,2,Nineteen 88 Real Estate
42 Cranbrook Gardens SE #2203,429900,Cranston,SE,T3M,AB,Condo/Apt,2,2.0,1053,408,$300K-500K,2,Real Broker
8747 45 St NE,659900,Saddle Ridge,NE,T3J,AB,House/Town,3,3.0,1820,363,$500K-750K,3,RE/MAX Real Estate (Mountain View)
52 Cityline Point NE,701990,Cityscape,NE,T3N,AB,House/Town,3,2.5,1885,372,$500K-750K,3,RE/MAX Crown
68 Cityline Point NE,775990,Cityscape,NE,T3N,AB,House/Town,3,2.5,2435,319,$750K-1M,3,RE/MAX Crown
220 12 Ave SE #902,375000,Beltline,SE,T2G,AB,Condo/Apt,2,2.0,860,436,$300K-500K,2,Urban-Realty.Ca
209 Cityscape Common NE,555000,Cityscape,NE,Unknown,AB,House/Town,3,2.5,1194,465,$500K-750K,3,Royal Lepage Metro
325 3 St SE #502,359000,Downtown East Village,SE,T2G,AB,Condo/Apt,2,2.0,889,404,$300K-500K,2,RE/MAX House Of Real Estate
28 Fallingworth Bay NE,469900,Falconridge,NE,T3J,AB,House/Town,4,2.0,994,473,$300K-500K,4,Ymk Real Estate & Management Inc.
23 New Brighton Close SE,699999,New Brighton,SE,T2Z,AB,House/Town,4,3.5,1842,380,$500K-750K,4,Coldwell Banker Mountain Central
8604 48 Ave NW #618,189800,Bowness,NW,T3B,AB,Condo/Apt,1,1.0,759,250,< $300K,1,Listed by Bob Jablonski
210 15 Ave SE #410,359900,Beltline,SE,T2G,AB,Condo/Apt,2,2.0,799,450,$300K-500K,2,Century 21 Bravo Realty
1025 5 Ave SW #1601,639900,Downtown West End,SW,T2P,AB,Condo/Apt,2,2.0,910,703,$500K-750K,2,Independent Broker
2308 Centre St NE #405,339900,Tuxedo Park,NE,T2E,AB,Condo/Apt,2,2.0,761,447,$300K-500K,2,RE/MAX Real Estate (Central)
135 13 Ave SW #1006,329900,Beltline,SW,T2R,AB,Condo/Apt,2,1.0,702,470,$300K-500K,2,RE/MAX Real Estate (Central)
1379 Cornerstone Blvd NE,579900,Cornerstone,NE,T3N,AB,House/Town,4,3.0,1461,397,$500K-750K,4,Real Broker
8446 Saddleridge Dr NE,699999,Saddle Ridge,NE,T3J,AB,House/Town,4,3.5,1727,405,$500K-750K,4,Maxwell Central
5008 20 Ave NW,1475000,Montgomery,NW,T3B,AB,House/Town,6,3.5,2613,564,$1M-2M,5+,RE/MAX Irealty Innovations
23 Royston Way NW,899900,Haskayne,NW,T3L,AB,House/Town,3,2.5,2207,408,$750K-1M,3,Cir Realty
387 Sunmills Dr SE,705000,Sundance,SE,T2X,AB,House/Town,4,2.5,2188,322,$500K-750K,4,Sotheby's International Realty Canada
5601 Dalton Dr NW #101A,219000,Dalhousie,NW,T3A,AB,Condo/Apt,2,1.0,720,304,< $300K,2,RE/MAX Complete Realty
350 Nolan Hill Dr NW,1199900,Nolan Hill,NW,T3R,AB,House/Town,5,3.5,2443,491,$1M-2M,5+,Real Estate Professionals Inc.
3520 Beaver Rd NW,844900,Brentwood,NW,T2L,AB,House/Town,4,3.0,1228,688,$750K-1M,4,Century 21 Bravo Realty
912 19 Ave SW #201,280000,Lower Mount Royal,SW,T2T,AB,Condo/Apt,2,1.0,659,425,< $300K,2,Real Broker
888 4 Ave SW #805,339000,Downtown Commercial Core,SW,T2P,AB,Condo/Apt,1,1.0,664,511,$300K-500K,1,Sunflower Realty & Property Management Inc.
69 Silverado Dr SW,515000,Silverado,SW,T2X,AB,House/Town,3,3.5,1152,447,$500K-750K,3,Grand Realty
5200 44 Ave NE #2215,234500,Whitehorn,NE,T1Y,AB,Condo/Apt,2,2.0,819,286,< $300K,2,Exp Realty
402 Kincora Glen Rd NW #1306,349900,Kincora,NW,T3R,AB,Condo/Apt,2,2.0,835,419,$300K-500K,2,Royal Lepage Mission Real Estate
84 Woodfield Crescent SW,829000,Woodbine,SW,T2W,AB,House/Town,6,4.0,1882,440,$750K-1M,5+,Maxwell Capital Realty
359 Saddlecrest Circle NE,934999,Saddle Ridge,NE,T3J,AB,House/Town,8,6.0,2737,342,$750K-1M,5+,Prep Realty
8 Discovery Ridge Cove SW,1050000,Discovery Ridge,SW,T3H,AB,House/Town,5,3.5,2476,424,$1M-2M,5+,Exp Realty
77 Amblehurst Way NW,849900,Ambleton,NW,T3P,AB,House/Town,4,3.0,2371,358,$750K-1M,4,Urban-Realty.Ca
625 12 Ave NE,1180000,Renfrew,NE,T2E,AB,House/Town,3,2.5,1592,741,$1M-2M,3,RE/MAX Irealty Innovations
304 Rundlefield Rd NE,544500,Rundle,NE,Unknown,AB,House/Town,5,2.5,1190,458,$500K-750K,5+,Power Properties
1324 Falconridge Dr NE,429999,Falconridge,NE,T3J,AB,House/Town,2,2.0,788,546,$300K-500K,2,Real Broker
95 Martin Crossing Close NE,539900,Martindale,NE,T3J,AB,House/Town,5,2.5,1425,379,$500K-750K,5+,Real Estate Professionals Inc.
1429 4 St NW,960000,Rosedale,NW,T2M,AB,House/Town,3,2.0,1188,808,$750K-1M,3,Comox Realty
97 Bridlecrest St SW,659900,Bridlewood,SW,Unknown,AB,House/Town,3,2.5,1993,331,$500K-750K,3,Real Broker
3435 56 St NE,580000,Temple,NE,T1Y,AB,House/Town,4,3.0,1405,413,$500K-750K,4,Westen Elite Real Estate
15 Legacy Reach View SE,789000,Legacy,SE,T2X,AB,House/Town,3,2.5,2339,337,$750K-1M,3,Greater CA Real Estate
30 Setonstone Passage SE,774900,Seton,SE,T3M,AB,House/Town,4,3.0,2254,344,$750K-1M,4,Jayman Realty Inc.
20681 Main St SE,564900,Seton,SE,T3M,AB,House/Town,3,2.0,1414,400,$500K-750K,3,Jayman Realty Inc.
3219 56 St NE #114,359000,Parkside Estates,NE,T1Y,AB,Condo/Apt,4,2.5,1192,301,$300K-500K,4,Exp Realty
19 Legacy Reach View SE,819900,Legacy,SE,T2X,AB,House/Town,3,2.5,2257,363,$750K-1M,3,Jayman Realty Inc.
234 Setonstone Landing SE,769900,Seton,SE,T3M,AB,House/Town,3,2.5,2293,336,$750K-1M,3,Jayman Realty Inc.
10 Chaparral Valley Square SE,565000,Chaparral,SE,T2X,AB,House/Town,4,3.5,1497,377,$500K-750K,4,RE/MAX Real Estate (Mountain View)
39 Belvedere Green SE,789900,Belvedere,SE,T2A,AB,House/Town,3,3.0,2053,385,$750K-1M,3,Royal Lepage Metro
161 Cranbrook Villas SE,614900,Cranston,SE,T3M,AB,House/Town,3,2.0,1553,396,$500K-750K,3,Maxwell Canyon Creek
284 Queen Alexandra Rd SE,699900,Queensland,SE,T2J,AB,House/Town,4,3.0,1138,615,$500K-750K,4,Century 21 Bamber Realty Ltd.
3101 34 Ave NW #209,304900,Varsity,NW,T2L,AB,Condo/Apt,1,1.0,833,366,$300K-500K,1,Listed by Justin Havre
137 Woodfield Close SW,624900,Woodbine,SW,T2W,AB,House/Town,3,2.5,1308,478,$500K-750K,3,Maxwell Experts Plus Realty
40 Mike Ralph Way SW,665000,Garrison Green,SW,T3E,AB,House/Town,3,2.5,1730,384,$500K-750K,3,Exp Realty
64 Canyon Dr NW,1199888,Collingwood,NW,T2L,AB,House/Town,6,4.0,2166,554,$1M-2M,5+,First Place Realty
2427 29 St SW #2,479900,Killarney/Glengarry,SW,T3E,AB,Condo/Apt,2,2.5,1215,395,$300K-500K,2,Royal Lepage Benchmark
73 Cresthaven Way SW,899000,Crestmont,SW,T3B,AB,House/Town,4,3.5,2009,447,$750K-1M,4,Real Estate Professionals Inc.
2622 25A St SW,979900,Richmond,SW,T3E,AB,House/Town,4,4.5,2009,488,$750K-1M,4,RE/MAX House Of Real Estate
52 Treeline Manor SW,699900,Alpine Park,SW,T0L,AB,House/Town,3,2.5,1735,403,$500K-750K,3,Bode Platform Inc.
2307A Osborne Crescent SW,760000,Richmond,SW,T2T,AB,House/Town,4,3.5,1910,398,$750K-1M,4,Royal Lepage Benchmark
1505 36 St SE,399900,Albert Park/Radisson Heights,SE,T2A,AB,House/Town,3,2.0,841,476,$300K-500K,3,RE/MAX Irealty Innovations
168 Hotchkiss Gate SE,549900,Hotchkiss,SE,T3S,AB,House/Town,4,3.5,1162,473,$500K-750K,4,Bode Platform Inc.
80 Willow Park Green SE,3995000,Willow Park,SE,T2J,AB,House/Town,3,3.5,4685,853,$2M+,3,Royal Lepage Benchmark
880 Rundlecairn Way NE,529900,Rundle,NE,T1Y,AB,House/Town,5,2.0,1048,506,$500K-750K,5+,Homecare Realty Ltd.
412 Aspen Meadows Hill SW,733000,Aspen Woods,SW,T3H,AB,House/Town,2,3.5,2990,245,$500K-750K,2,Optimum Realty Group
641 Redstone View NE,437500,Redstone,NE,T3N,AB,House/Town,3,2.5,1486,294,$300K-500K,3,Real Estate Professionals Inc.
49 Magnolia Manor SE,979000,Mahogany,SE,T3M,AB,House/Town,5,4.0,2379,412,$750K-1M,5+,Exa Realty
188 Belvedere Dr SE,819900,Belvedere,SE,T2A,AB,House/Town,3,2.5,2468,332,$750K-1M,3,Ally Realty
236 Belvedere Dr SE,799900,Belvedere,SE,T2A,AB,House/Town,4,3.0,2194,365,$750K-1M,4,Ally Realty
901 10 Ave SW #1304,469900,Beltline,SW,T2R,AB,Condo/Apt,2,2.0,790,595,$300K-500K,2,Key Realty Group Inc.
216 Magnolia Heights SE,829900,Mahogany,SE,T3M,AB,House/Town,3,3.0,2247,369,$750K-1M,3,RE/MAX Irealty Innovations
8109 Bowglen Crescent NW,669900,Bowness,NW,T3B,AB,House/Town,4,2.0,1200,558,$500K-750K,4,RE/MAX House Of Real Estate
1307 Rosehill Dr NW,899900,Rosemont,NW,T2K,AB,House/Town,5,2.0,1236,728,$750K-1M,5+,RE/MAX Real Estate (Central)
103 Millbank Hill SW,519000,Millrise,SW,T2Y,AB,House/Town,2,3.0,1331,390,$500K-750K,2,Cir Realty
300 Meredith Rd NE #309,399900,Crescent Heights,NE,T2E,AB,Condo/Apt,2,2.0,1535,261,$300K-500K,2,RE/MAX House Of Real Estate
7 Cranwell Close SE,935000,Cranston,SE,T3M,AB,House/Town,3,2.5,2473,378,$750K-1M,3,RE/MAX Real Estate (Central)
222 Riverfront Ave SW #336,339900,Chinatown,SW,T2P,AB,Condo/Apt,1,1.0,498,683,$300K-500K,1,Grand Realty
211 13 Ave SE #1202,439900,Beltline,SE,T2G,AB,Condo/Apt,2,2.0,913,482,$300K-500K,2,Listed by Mark Melanson
1360 Shawnee Rd SW,995000,Shawnee Slopes,SW,T2Y,AB,House/Town,5,3.5,2818,353,$750K-1M,5+,Greater Property Group
4331 Elgin Ave SE,658000,Mckenzie Towne,SE,T2Z,AB,House/Town,4,3.5,1768,372,$500K-750K,4,Royal Lepage Benchmark
17 Homestead Blvd NE,549900,Homestead,NE,T3J,AB,House/Town,5,3.5,1155,476,$500K-750K,5+,RE/MAX Complete Realty
2204 1 St SW #211,259900,Mission,SW,T2S,AB,Condo/Apt,2,1.0,608,427,< $300K,2,Real Estate Professionals Inc.
222 Riverfront Ave SW #353,280000,Chinatown,SW,T2P,AB,Condo/Apt,1,1.0,467,600,< $300K,1,Listed by Justin Havre
615 6 Ave SE #1907,549900,Downtown East Village,SE,T2G,AB,Condo/Apt,2,2.0,854,644,$500K-750K,2,Homecare Realty Ltd.
3801 5 St SW,2195000,Elbow Park,SW,T2S,AB,House/Town,6,4.5,3380,649,$2M+,5+,RE/MAX Realty Professionals
222 Riverfront Ave SW #2027,1049900,Chinatown,SW,T2P,AB,Condo/Apt,2,2.0,1523,689,$1M-2M,2,Cir Realty
375 Savanna Way NE,774900,Saddle Ridge,NE,T3J,AB,House/Town,5,3.0,2364,328,$750K-1M,5+,Cir Realty
8710 Horton Rd SW #1518,349000,Haysboro,SW,T2A,AB,Condo/Apt,2,2.0,972,359,$300K-500K,2,Exp Realty
1433 26A St SW,1029000,Shaganappi,SW,T2T,AB,House/Town,4,3.5,2027,508,$1M-2M,4,RE/MAX House Of Real Estate
28 Auburn Shores Manor SE,784900,Auburn Bay,SE,T3M,AB,House/Town,3,2.5,2288,343,$750K-1M,3,Greater Property Group
63 Cornerstone Path NE,589000,Cornerstone,NE,T3N,AB,House/Town,3,2.5,1426,413,$500K-750K,3,Town Residential
12 Riverwood Close SE,549900,Riverbend,SE,T2C,AB,House/Town,3,2.5,1821,302,$500K-750K,3,Cir Realty
655 Meredith Rd NE #203,285000,Bridgeland/Riverside,NE,T2E,AB,Condo/Apt,2,1.0,724,394,< $300K,2,RE/MAX West Real Estate
901 10 Ave SW #2805,370000,Beltline,SW,T2R,AB,Condo/Apt,1,1.0,575,643,$300K-500K,1,Gil Property Management And Sales Ltd.
225 11 Ave SE #2808,328000,Beltline,SE,T2G,AB,Condo/Apt,1,1.0,531,618,$300K-500K,1,Cir Realty
76 Panatella Rd NW #305,289000,Panorama Hills,NW,T3K,AB,Condo/Apt,2,2.0,800,361,< $300K,2,RE/MAX Complete Realty
31 Belvedere Green SE,780000,Belvedere,SE,T2A,AB,House/Town,3,2.5,2052,380,$750K-1M,3,Cir Realty
122 Mahogany Centre SE #611,530000,Mahogany,SE,T3M,AB,Condo/Apt,2,2.0,773,686,$500K-750K,2,RE/MAX Landan Real Estate
1020 9 Ave SE #708,2500000,Inglewood,SE,T2G,AB,Condo/Apt,3,2.5,2895,864,$2M+,3,RE/MAX House Of Real Estate
1927 27 St SW #2,699000,Killarney/Glengarry,SW,T3E,AB,Condo/Apt,3,3.5,1366,512,$500K-750K,3,Exp Realty
1235 Lansdowne Ave SW,2588000,Elbow Park,SW,T2S,AB,House/Town,4,4.5,3231,801,$2M+,4,RE/MAX House Of Real Estate
138 Tarawood Rd NE,599900,Taradale,NE,T3J,AB,House/Town,4,3.5,1311,458,$500K-750K,4,RE/MAX Crown
62 Evansbrooke Manor NW,759900,Evanston,NW,T3P,AB,House/Town,4,3.5,2240,339,$750K-1M,4,C-Luxury Realty Ltd.
2216 33 St SW,959000,Killarney/Glengarry,SW,T3E,AB,House/Town,4,3.5,1877,511,$750K-1M,4,RE/MAX Real Estate (Central)
2625 36 St SW,1315000,Killarney/Glengarry,SW,T3E,AB,House/Town,4,3.5,2441,539,$1M-2M,4,Royal Lepage Mission Real Estate
15 Kentish Dr SW,569900,Kingsland,SW,T2V,AB,House/Town,4,2.0,1088,524,$500K-750K,4,RE/MAX Real Estate (Central)
2117 16 St SW #301,220000,Bankview,SW,Unknown,AB,Condo/Apt,2,1.0,828,266,< $300K,2,Royal Lepage Metro
116 3 Ave SE #907,145900,Chinatown,SE,T2G,AB,Condo/Apt,2,1.0,666,219,< $300K,2,Real Broker
162 Killarney Glen Ct SW,349900,Killarney Glen Court,SW,T3E,AB,House/Town,2,1.0,805,435,$300K-500K,2,Royal Lepage Benchmark
106 Taracove Estate Dr NE,589000,Taradale,NE,T3J,AB,House/Town,5,3.0,1076,547,$500K-750K,5+,RE/MAX Irealty Innovations
2723 38 St SW #2,210000,Glenbrook,SW,T3E,AB,Condo/Apt,1,1.0,743,283,< $300K,1,Real Estate Professionals Inc.
811 Walden Dr SE,550000,Walden,SE,T2X,AB,House/Town,3,2.5,1383,398,$500K-750K,3,Exp Realty
7 Woodmont Dr SW,599999,Woodbine,SW,T2W,AB,House/Town,4,3.0,1521,394,$500K-750K,4,Cir Realty
904 43 St SE #6,270000,Forest Lawn,SE,Unknown,AB,Condo/Apt,3,1.5,1010,267,< $300K,3,Royal Lepage Metro
2211 29 St SW #115,240000,Killarney/Glengarry,SW,T3E,AB,Condo/Apt,2,2.0,1042,230,< $300K,2,The Real Estate Company
23 Aspen Stone Grove SW,1095000,Aspen Woods,SW,T3H,AB,House/Town,3,3.5,2522,434,$1M-2M,3,Royal Lepage Benchmark
315 Southampton Dr SW #5107,249900,Southwood,SW,T2W,AB,Condo/Apt,2,1.5,805,310,< $300K,2,RE/MAX Realty Professionals
1719 13 Ave SW,749900,Sunalta,SW,T3C,AB,House/Town,4,2.0,1195,628,$500K-750K,4,Top Producer Realty And Property Management
10 Christie Estate Gardens SW,1325000,Christie Park,SW,T3H,AB,House/Town,5,4.5,3828,346,$1M-2M,5+,RE/MAX Realty Professionals
174 Valley Pointe Way NW,1099000,Valley Ridge,NW,T3B,AB,House/Town,4,3.5,2640,416,$1M-2M,4,Exp Realty
3112 Brentwood Boulevard,979000,Brentwood,Other,T2L,AB,House/Town,4,3.5,1351,725,$750K-1M,4,Greater Property Group
108 Walden Terrace SE,729000,Walden,SE,T2X,AB,House/Town,3,3.5,2369,308,$500K-750K,3,Grand Realty
